,SPY,SPY,SPY,SPY,SPY,SPY,SPY,FSLR,FSLR,FSLR,FSLR,FSLR,FSLR,FSLR,SEDG,SEDG,SEDG,SEDG,SEDG,SEDG,SEDG,DQ,DQ,DQ,DQ,DQ,DQ,DQ,CSIQ,CSIQ,CSIQ,CSIQ,CSIQ,CSIQ,CSIQ
,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
2018-01-02,267.86,268.81,267.4,268.77,87130750,233353,268.228135,67.84,70.5,67.84,70.43,1752173,13453,69.736077,37.65,38.2,37.35,38.05,407310,3370,37.789484,60.12,63.72,60.0533,62.57,390947,3440,62.48372,16.98,17.16,16.88,17.14,736138,4712,17.076758
2018-01-03,268.99,270.64,268.96,270.47,90658541,233673,269.903535,70.87,71.59,69.02,69.8,1923969,16097,69.996869,38.25,39.15,37.85,39.05,908552,6637,38.747971,63.22,64.75,61.85,63.14,347190,3325,63.128077,17.18,17.2,16.8348,17.07,987611,4674,17.036264
2018-01-04,271.22,272.16,270.5447,271.61,83813282,206556,271.628213,70.0,70.2,66.2,69.14,3032663,19854,67.859662,39.55,39.65,36.45,37.35,1013634,8185,37.327391,63.33,64.5,62.12,62.5,216966,2087,63.043726,17.13,17.16,16.78,17.06,799063,4740,16.950192
2018-01-05,272.56,273.56,271.95,273.42,85250827,208413,272.850434,69.0,69.59,68.25,69.17,1021405,9996,69.04341,37.35,38.375,37.15,37.9,553214,4202,38.029264,62.77,65.5,62.57,64.78,219312,2107,64.644756,17.0,17.19,16.9,17.01,768883,4063,17.0608
2018-01-08,273.32,274.1,272.98,273.92,57580592,150234,273.764418,69.25,70.13,67.7,69.62,1067348,8783,69.167618,38.0,38.5233,37.75,38.35,487504,3879,38.201442,63.75,63.98,52.04,55.85,1488651,10612,55.766221,17.03,17.2,16.85,17.1,727053,4153,17.069678
2018-01-09,274.43,275.25,274.081,274.54,57475477,186073,274.622331,69.82,70.2,68.3902,70.02,1286178,9066,69.591731,38.35,38.5,36.65,37.2,667017,4998,37.505327,57.27,62.16,57.215,59.93,830381,7030,60.180454,17.08,17.09,16.72,16.95,725498,4271,16.908368
2018-01-10,273.71,274.42,272.92,274.12,69612104,209105,273.957656,69.37,70.03,68.92,69.64,1448815,8755,69.567201,37.0,37.3,36.5,36.6,449815,4030,36.848518,59.62,62.535,59.6,60.53,319989,2622,61.399217,16.8,16.9549,16.73,16.93,576459,3212,16.857909
2018-01-11,274.75,276.12,274.56,276.12,65361555,188737,275.410033,70.3,76.61,70.3,76.27,6341248,37530,75.219138,35.85,37.7,35.005,37.5,715882,5872,36.762993,61.05,64.9,60.6,64.0,259520,2271,63.637718,16.99,17.47,16.8242,17.3,934011,4785,17.290951
2018-01-12,276.43,278.11,276.0819,277.92,94192056,269924,277.486825,75.56,75.78,72.361,73.41,4033531,26092,73.434621,37.65,38.5,36.2,36.3,604158,4576,37.021531,64.0,69.76,63.5,68.24,589478,4711,67.72485,17.1,17.1,16.47,16.55,1833928,9477,16.76194
2018-01-16,279.42,280.09,276.18,276.97,110580442,342987,278.064753,74.15,74.15,70.19,71.22,2025825,15982,71.850437,36.4,36.6,35.1,35.65,683901,5240,35.717654,69.56,72.5,62.021,64.25,659120,5499,66.220615,16.57,16.7,16.22,16.39,1253567,7016,16.43019
2018-01-17,278.07,280.05,276.97,279.61,113460275,262693,278.783144,71.74,72.55,70.56,72.0,1587971,14069,71.389865,35.85,36.85,35.7,36.5,476835,3935,36.371151,64.9,65.9899,62.28,63.6,292247,2607,63.506652,16.5,16.54,16.2,16.32,683364,5146,16.330854
2018-01-18,279.51,279.96,278.58,279.14,101074292,247932,279.332947,70.94,72.39,70.1,71.09,1464735,13789,70.928117,36.45,36.675,35.55,35.7,432808,3059,35.925835,64.07,65.38,62.9501,63.47,240273,1854,63.933586,16.25,16.32,15.85,15.86,1022687,5380,15.990123
2018-01-19,279.7,280.41,279.14,280.41,144640486,244197,279.899258,70.99,71.4,69.41,70.03,1430107,10919,70.085467,35.6,35.695,34.5,35.2,651811,5567,35.098582,63.38,63.38,59.001,61.0,524601,4024,60.64095,15.96,15.96,15.7,15.8,669806,4330,15.800969
2018-01-22,280.16,282.69,280.11,282.69,91387636,218511,281.907861,69.99,71.31,68.7401,68.96,1969869,16573,69.793971,34.75,35.4,34.4,34.75,745037,5263,34.645306,60.02,64.155,59.34,63.25,379263,3333,62.654577,15.87,16.2,15.636,15.77,617281,3545,15.810434
2018-01-23,282.76,283.62,282.37,283.29,97884807,232560,283.148863,71.49,74.86,67.105,68.48,8717099,57210,70.43321,35.5,37.65,35.5,35.65,1359351,9889,36.186682,59.35,64.34,59.01,62.55,389873,2580,62.079778,15.89,16.1,15.4,15.64,1310391,6295,15.6743
2018-01-24,284.03,284.7,281.84,283.18,137943542,357700,283.344564,68.92,69.89,67.64,68.98,2209007,20367,68.686529,35.65,35.775,34.5,35.3,1060686,6509,35.0667,63.37,63.37,58.04,58.66,385928,3119,59.489313,15.57,15.7,15.21,15.54,763878,4759,15.468647
2018-01-25,284.16,284.27,282.405,283.3,85942448,267779,283.349445,69.45,71.16,69.0,70.44,1916287,16540,70.214339,35.6,36.5,35.35,36.4,620862,4574,36.25421,59.0,60.7222,58.63,59.22,235301,2690,59.415784,15.62,16.11,15.55,15.94,1088803,6241,15.87489
2018-01-26,284.32,286.6285,283.96,286.58,111502740,267028,285.508779,71.0,71.169,69.36,70.56,1278496,12332,70.324088,36.7,36.85,36.1,36.75,403932,3526,36.546305,59.22,60.38,58.0,58.49,329881,2969,58.628667,16.08,16.2,15.831,16.05,481742,2697,15.975688
2018-01-29,285.99,286.43,284.5,284.68,90206637,286719,285.443701,69.5,70.17,67.63,68.35,2456712,15993,68.515974,36.6,37.15,36.5,37.1,999766,8285,36.875543,58.0,61.29,56.25,60.59,436364,3902,58.437696,16.0,16.18,15.89,16.03,486171,2817,15.976356
2018-01-30,283.2,284.736,281.22,281.76,132075557,427207,282.425628,67.3,68.32,66.042,67.09,1887287,19306,67.136701,36.45,36.8,35.575,35.65,548563,4262,36.105196,59.38,59.8,57.15,57.16,239136,2354,57.546545,15.84,15.98,15.58,15.61,594702,3229,15.710071
2018-01-31,282.75,283.3,280.68,281.9,118954475,363005,281.967347,67.89,68.3,66.66,67.17,989075,9925,67.353632,35.95,36.8,35.675,35.9,308892,2762,36.012415,57.5,57.98,53.76,54.44,388105,3336,55.961067,15.68,15.9,15.37,15.41,570329,3445,15.526391
2018-02-01,281.1,283.06,280.68,281.58,90622947,304909,281.76622,66.65,68.37,66.54,67.55,1102487,11057,67.447482,35.8,35.8,35.15,35.4,385561,3565,35.456667,53.41,55.275,52.76,53.38,425565,4038,53.638035,15.74,15.74,15.35,15.51,535973,3571,15.522018
2018-02-02,280.0,280.23,275.41,275.45,175825647,548623,277.434737,66.85,67.43,66.37,66.44,1225260,14893,66.793915,35.05,35.175,34.2,34.575,586184,3388,34.661064,52.62,53.34,51.0,51.46,275111,2740,51.684024,15.4,15.55,15.15,15.41,1027448,4489,15.335726
2018-02-05,273.47,275.85,263.31,263.93,298863447,1178563,269.869953,64.07,66.7242,61.25,63.5,2475684,24762,64.671202,34.25,35.6,33.2,34.8,753803,7346,34.930946,51.0,52.799,47.53,48.38,436389,3504,49.921981,15.25,15.62,15.14,15.34,1141078,6767,15.454406
2018-02-06,259.73,269.7,258.7,269.13,354839027,1527398,264.957106,61.5,65.0,61.05,63.48,2582988,23294,63.520327,35.3,35.4,33.8,34.5,815737,6839,34.459274,46.55,52.93,46.55,52.3,401517,3272,51.107895,15.0,15.59,14.99,15.44,820346,4805,15.276825
2018-02-07,268.46,272.36,267.58,267.67,169270734,741997,269.593175,63.48,64.47,62.83,62.94,1031029,11396,63.598441,34.55,34.6,33.6,33.675,539935,4897,34.022991,52.0,52.0,49.2501,50.13,274731,2552,50.491272,15.24,15.5,15.23,15.43,721473,4201,15.368617
2018-02-08,268.0,268.17,257.59,257.63,249301181,932888,263.053202,63.04,63.53,60.6814,60.69,1586139,16923,61.895154,33.65,33.85,32.15,32.25,835122,7276,32.912993,50.36,51.539,48.6,49.02,288672,2434,49.417131,15.48,15.69,15.08,15.15,975514,5424,15.344476
2018-02-09,260.94,263.61,252.92,261.5,283604767,1201538,258.59341,61.42,62.5733,58.8013,61.22,2380160,20601,60.613155,32.75,33.35,30.8,32.2,1105631,8764,31.887462,49.52,50.19,46.37,49.73,312976,2466,48.670463,15.23,15.385,14.45,14.89,1117891,6572,14.911782
2018-02-12,263.89,267.01,261.6644,265.34,150708296,609804,264.545763,61.26,63.38,60.8,62.52,2905314,16732,62.368173,32.5,34.8,32.5,34.5,817911,6833,33.903831,50.22,51.81,48.72,49.48,197915,2044,50.154517,14.96,15.55,14.96,15.51,732712,3719,15.363914
2018-02-13,264.0,266.62,263.31,266.0,81446722,375379,265.216131,62.38,64.45,62.2,64.22,1730346,14547,63.567333,34.4,36.3,34.391,36.0,983825,8386,35.660106,49.3,51.8,48.51,51.57,135519,1259,51.132343,15.53,15.87,15.5,15.83,548154,3250,15.768094
2018-02-14,264.4,270.0,264.3,269.59,122670697,528182,267.574724,63.8,65.77,63.71,65.24,1501813,14345,64.929848,35.85,37.25,35.45,36.9,1095603,9831,37.05999,50.96,54.3407,50.01,53.39,183299,1754,52.742962,15.68,15.95,15.6306,15.78,457736,3451,15.779882
2018-02-15,271.56,273.04,268.77,273.03,113116760,423202,271.436188,65.8,66.305,63.9,65.82,1143377,10930,65.26096,42.05,46.05,41.5,45.85,4414288,30262,44.474891,53.75,55.55,52.52,53.29,186298,1688,53.567586,15.91,15.97,15.51,15.87,529896,3434,15.757722
2018-02-16,272.27,275.32,272.0355,273.11,162074320,424982,273.363894,65.65,66.67,65.13,65.85,1192131,10982,65.894122,45.75,47.145,45.45,46.0,1171990,8884,46.26064,53.0,54.09,51.85,53.27,302654,2190,52.992434,15.86,15.915,15.66,15.73,293561,2239,15.783337
2018-02-20,272.0,273.67,270.5,271.4,87542178,339897,272.115919,66.01,67.55,66.0,66.58,1485126,14347,66.81356,45.5,47.85,45.1,47.45,1825838,13115,46.651501,52.69,62.77,52.69,61.51,620291,4450,59.952964,15.75,15.85,15.61,15.73,344107,2621,15.738304
2018-02-21,271.85,274.72,269.94,270.05,99118727,392252,271.984676,67.23,67.7081,66.2,66.7,1539028,14105,66.923799,47.75,49.65,47.3996,47.8,1394003,10744,48.547994,61.49,64.99,59.21,62.31,447502,3973,62.406054,15.79,15.9,15.64,15.64,307974,2347,15.757309
2018-02-22,271.09,273.05,269.64,270.4,110763169,404227,270.918163,66.6,67.55,65.6,66.28,2682268,24506,66.288248,47.8,48.6,46.95,48.35,789114,6461,48.010944,62.46,64.435,60.67,61.91,279454,2562,62.054134,15.68,15.85,15.4536,15.55,313382,2599,15.57476
2018-02-23,271.84,274.71,271.25,274.71,93601887,321920,273.222367,65.56,66.02,60.41,61.79,6224291,44628,62.029903,48.45,50.0,48.2,50.0,880683,6528,49.40344,62.59,63.4245,58.6,59.61,319574,2655,60.146926,15.54,15.658,15.34,15.46,257925,2122,15.44656
2018-02-26,275.9,278.01,275.26,277.9,87824222,281802,276.766722,62.05,65.11,62.01,65.1,2796340,23165,63.898901,50.15,51.2,49.7,50.9,774713,6682,50.520912,58.81,59.98,55.78,56.7,457054,4674,57.360893,15.59,15.86,15.5,15.79,351344,2687,15.693557
2018-02-27,278.11,278.92,274.36,274.43,99642169,364250,276.381753,65.15,65.249,63.45,63.48,1224761,12180,64.076829,50.9,51.15,49.8,50.15,813520,7233,50.370311,56.7,57.91,53.601,55.39,474026,4312,55.458321,15.8,15.81,15.35,15.52,533928,2254,15.511331
2018-02-28,275.65,276.19,271.29,271.65,121907915,402197,273.517291,63.34,63.48,62.27,62.85,1477191,13008,63.000149,50.05,50.65,48.955,50.05,565146,5298,50.035344,60.0,60.05,45.31,49.14,1346656,10579,50.252525,15.58,15.76,15.48,15.7,486102,2776,15.675521
2018-03-01,271.5,273.17,266.0,267.7,177337246,620289,269.283987,63.3,63.51,61.385,62.09,1394081,15672,62.346997,49.9,49.95,47.2,49.8,1023781,9832,48.961186,48.73,50.4,46.705,47.73,425142,4339,48.769043,15.71,16.0,15.49,15.77,680220,2948,15.792448
2018-03-02,265.75,269.72,264.82,269.08,139253517,540421,267.536976,61.3,64.4,61.14,64.33,1223533,12774,63.290087,48.7,51.2,47.85,50.9,794816,5794,50.368796,46.79,48.2,43.04,47.97,910072,5659,45.538478,15.58,15.88,15.33,15.85,325894,2221,15.722189
2018-03-05,267.75,272.89,267.61,272.19,97475612,356242,270.821597,63.97,66.35,63.591,66.05,1834609,15219,65.695366,51.1,51.7,50.55,50.6,730496,5853,50.947267,47.62,48.16,44.2,46.73,665267,5118,46.091592,15.83,16.27,15.79,16.23,686981,3251,16.086133
2018-03-06,273.28,273.39,271.18,272.88,79224141,295498,272.28664,66.65,68.04,66.47,67.45,2038837,16896,67.483191,51.05,52.6,50.65,52.5,506347,4716,51.975467,47.03,48.7,45.66,47.2,322987,3176,47.19778,16.28,16.5,16.12,16.41,412974,2678,16.390009
2018-03-07,270.39,273.18,270.2,272.78,87987792,318137,271.917262,66.63,69.28,66.57,67.95,1712323,14929,68.117017,51.9,52.8,51.005,51.65,478879,4549,51.967014,47.17,48.45,46.75,48.27,317584,2584,47.602772,16.3,16.5,16.15,16.4,343058,2622,16.358723
2018-03-08,273.52,274.24,272.42,274.1,66901150,259822,273.471844,68.01,68.64,67.01,67.69,859161,8753,67.570765,51.7,52.75,51.15,52.075,368508,3640,52.191244,47.25,48.0008,45.1,45.1,441002,3140,46.147519,16.44,16.52,16.24,16.46,588677,2203,16.400262
2018-03-09,275.69,278.87,275.34,278.87,114409185,334912,277.028984,68.05,68.44,67.41,67.9,1050783,8832,67.836286,52.25,52.65,51.9,52.45,449752,4063,52.287308,45.27,46.54,42.84,44.55,730595,5313,44.512116,16.5,16.53,16.16,16.19,534996,1976,16.229882
2018-03-12,279.2,279.91,278.0801,278.52,72942227,242963,278.848097,68.12,70.75,68.01,70.05,1636562,14554,69.780871,52.6,54.39,52.205,54.0,955831,8518,53.59746,44.95,47.81,44.6,47.08,526151,3855,46.515911,16.17,16.51,16.17,16.19,379718,2857,16.336923
2018-03-13,279.84,280.41,276.03,276.72,92158954,315531,277.969466,70.48,70.57,68.69,69.15,1163947,9902,69.492853,54.15,54.95,53.3599,54.05,563477,5800,54.07514,46.88,47.15,44.97,45.01,366034,3452,45.537886,16.39,16.4075,16.06,16.13,482413,2518,16.178869
2018-03-14,277.81,278.02,274.67,275.3,106215075,360724,275.842468,69.2,70.07,68.5,69.52,1045636,8755,69.236618,54.0,55.55,53.875,54.7,672683,5771,54.845297,45.25,45.77,44.61,45.06,243226,2380,45.280732,16.13,16.2,15.87,15.955,298959,2255,15.961074
2018-03-15,275.85,276.61,274.43,275.0,85303222,262036,275.298358,69.58,69.58,68.36,68.74,821534,6758,68.835586,55.0,55.18,54.15,54.75,471374,4373,54.713819,45.3,45.9999,44.43,45.4,263682,2487,45.443066,16.04,16.04,15.68,15.74,359000,2320,15.801253
2018-03-16,274.45,275.39,274.14,274.2,101998960,240467,274.568938,69.37,72.37,69.3,69.87,2912984,18829,70.859877,55.3,55.75,54.35,54.45,841064,5759,54.853963,45.58,47.63,44.74,47.46,388626,3134,46.743727,15.5,15.69,15.34,15.49,819518,4280,15.516586
2018-03-19,273.34,274.3957,268.62,270.49,109335542,432142,270.75285,69.53,71.5,69.3,71.26,1551120,13202,70.762897,54.5,55.6,53.9,55.1,641978,6026,54.819235,46.53,48.15,44.4,44.44,508992,4740,45.83451,16.335,16.94,15.95,16.6,2546130,12357,16.44576
2018-03-20,270.91,271.67,270.18,270.95,60267376,209741,270.907252,71.41,73.12,70.781,73.0,1680119,13140,72.349792,55.15,57.1,54.95,56.75,530741,5136,56.281476,44.73,46.71,44.665,46.0,392087,3423,46.044946,16.61,16.78,16.47,16.72,1523975,8722,16.652948
2018-03-21,270.88,273.27,270.19,270.43,78884438,330625,271.40438,72.99,74.68,71.95,73.87,1732661,12572,73.924294,57.1,57.6,55.95,56.2,449672,4813,56.548369,45.84,51.85,45.84,50.22,592769,4663,49.916648,16.77,17.2,16.77,17.15,1253578,6012,17.068608
2018-03-22,267.85,268.87,263.36,263.67,149493729,577825,266.129101,72.94,73.73,71.82,72.09,1417397,11808,72.746412,55.9,56.4,53.8,54.7,640006,5742,55.205861,48.51,52.47,48.03,50.77,410833,3718,51.194925,17.0,17.13,16.6,16.94,952351,5061,16.942793
2018-03-23,264.17,265.02,257.83,258.05,183856351,624778,261.280967,72.01,72.21,70.56,70.65,1742562,12863,71.069265,54.4,55.8,53.9,54.0,642107,6184,54.762507,50.58,52.66,49.48,49.59,288430,2644,50.920984,16.92,17.29,16.72,17.08,742996,4612,17.131526
2018-03-26,262.16,265.43,259.41,265.11,143141239,450168,262.35311,71.85,74.22,71.2997,74.02,1286023,11859,73.052814,55.35,56.95,54.75,56.45,882747,7967,56.180836,51.02,51.3918,49.58,51.12,183824,2330,50.614957,17.22,17.6,17.08,17.51,783290,4697,17.47221
2018-03-27,266.17,266.77,258.84,260.6,130806695,538201,263.145788,74.1,74.59,71.16,71.51,1299557,12805,72.860928,57.15,58.2,54.9,55.2,833736,7418,56.651106,51.33,51.85,47.27,47.52,293765,2590,48.823511,16.75,17.3,16.27,16.48,1177213,6977,16.739919
2018-03-28,260.76,262.64,258.58,259.83,146510333,590467,260.395684,71.33,72.17,68.8202,69.32,1628953,14422,70.056529,54.9,55.15,50.65,51.0,1148170,10550,52.078934,47.83,48.4563,45.63,46.72,240952,2049,46.709685,16.53,16.7,15.781,15.92,736972,4642,16.12504
2018-03-29,261.12,265.26,259.8389,263.15,125470572,436558,262.835186,69.83,71.72,69.19,70.98,1088211,9353,70.778701,51.0,53.4,50.5,52.6,622621,5916,52.41882,46.81,50.42,46.81,48.95,261656,2168,48.958666,16.05,16.47,15.98,16.27,287078,2420,16.260112
2018-04-02,262.56,263.13,254.67,257.47,186324337,643544,258.212001,70.73,71.18,68.643,69.39,1018542,10162,69.521369,52.35,54.35,52.135,54.1,708656,7239,53.283755,48.69,50.07,46.5,48.58,297359,3205,48.465479,16.11,16.405,16.03,16.3,494245,2554,16.228836
2018-04-03,258.92,261.31,256.84,260.77,120373843,451161,259.007457,69.85,70.06,67.01,69.76,1266998,11888,68.948661,55.1,56.15,52.8,55.8,834132,7903,55.087356,49.79,51.99,49.53,50.96,273227,2655,50.989339,16.39,16.52,15.78,15.85,812247,4801,15.972617
2018-04-04,256.76,264.355,256.6,263.56,126181329,463570,260.914353,67.99,70.26,67.33,70.19,1037015,8195,69.443071,54.0,55.25,52.75,54.6,629165,6208,54.306425,50.2,55.2,50.16,54.55,403342,3112,53.443602,15.75,16.02,15.53,15.98,588194,2936,15.899347
2018-04-05,265.55,266.64,264.32,265.64,82783739,318778,265.452359,70.69,72.05,70.25,71.64,981829,9174,71.459095,55.15,57.4,54.7,57.2,733077,6901,56.724213,55.12,57.17,53.28,53.8,409544,3476,54.710773,16.02,16.48,16.0,16.31,860108,4638,16.299728
2018-04-06,263.42,265.11,258.0,259.72,183222666,563147,261.303855,71.06,72.3628,69.07,69.7,1266894,10817,70.131633,56.35,57.25,53.75,54.225,677510,6467,54.684414,53.16,56.29,52.62,55.84,517338,4211,55.495911,16.23,16.7,15.95,16.13,521303,3819,16.256669
2018-04-09,261.37,264.84,259.9356,261.0,105506132,333763,262.165085,70.32,72.0,70.1,70.85,1131317,10068,71.088245,55.4,57.0,54.75,56.55,647290,5495,56.353281,56.8,60.56,56.77,57.42,554329,5123,58.990067,16.2,16.43,16.0,16.02,592515,3150,16.105091
2018-04-10,264.25,266.04,262.98,265.15,106004436,405039,264.523095,72.0,72.8,70.48,70.79,1080494,11464,71.294055,57.85,59.2,54.65,54.8,1499791,10912,56.828942,60.11,61.69,57.72,61.06,399708,3689,59.875766,16.2,16.28,16.04,16.05,541325,2233,16.108951
2018-04-11,263.42,265.64,263.39,263.76,91886993,329135,264.275035,70.55,71.9,69.121,71.25,882787,9201,70.94779,54.9,55.75,54.1,55.0,591763,5507,55.026964,60.41,60.6848,58.52,59.26,498349,3230,59.384742,16.04,16.25,16.0,16.13,272807,2150,16.149795
2018-04-12,265.28,267.0,265.06,265.93,69002592,282541,266.017978,71.4,71.89,71.02,71.23,599418,6371,71.329769,55.4,55.9,54.6,55.15,424742,4123,55.241867,55.51,55.69,52.5456,52.97,1922994,15856,54.12167,16.17,16.23,16.06,16.16,352125,2497,16.158717
2018-04-13,267.45,267.54,264.01,265.15,86127234,311313,265.541433,71.4,71.63,70.321,70.68,586226,6143,70.935188,55.25,55.45,53.46,54.15,421954,4134,54.165113,52.5,53.244,49.81,51.65,767331,7033,51.545264,16.16,16.47,15.95,16.2,306165,2108,16.215683
2018-04-16,267.0,268.2,266.07,267.33,63625287,251422,267.298482,71.04,71.11,69.74,70.12,805431,8980,70.198887,54.0,54.05,51.7,53.1,1164236,9536,52.772652,52.37,52.37,50.65,51.29,260878,2276,51.490446,16.16,16.3,15.81,16.05,280822,2036,16.015826
2018-04-17,269.33,270.87,268.75,270.19,64886136,253683,269.795896,70.53,72.88,70.211,72.68,1436569,12777,72.180071,53.55,54.85,53.1,54.25,511755,4709,54.192434,51.5,53.06,51.29,52.29,469324,3579,52.263156,16.12,16.28,15.86,16.14,397565,3028,16.100615
2018-04-18,270.68,271.3,269.87,270.39,58608057,197540,270.674441,75.0,78.95,74.79,77.58,4088786,32447,77.524423,54.6,56.55,54.6,56.0,572643,5051,55.81714,52.85,54.99,51.52,54.64,493688,4580,53.876788,16.18,16.61,16.18,16.25,730372,3504,16.366487
2018-04-19,269.59,269.88,267.72,268.89,77712909,284593,268.78758,77.05,77.28,75.21,76.96,1787459,17131,76.26516,56.3,56.5,55.05,55.05,596223,5105,55.565416,53.83,54.41,52.6701,53.32,433418,4745,53.536642,16.15,16.16,15.88,16.05,524872,3624,16.026107
2018-04-20,268.87,269.06,265.61,266.61,100513533,292033,267.286647,77.0,77.0,74.86,75.51,1463324,11547,75.612822,54.8,55.65,54.4,55.2,508456,4501,55.031025,53.27,54.75,53.04,54.51,243710,2237,54.22547,16.06,16.07,15.75,15.89,620131,3728,15.884866
2018-04-23,267.28,267.89,265.35,266.57,67445593,239522,266.670829,76.01,76.14,73.97,74.37,1222032,11157,74.559516,55.4,55.7,52.35,53.15,797033,7680,53.381515,55.26,55.4,52.76,53.8,267361,2397,53.993625,15.94,15.94,15.49,15.53,547516,3828,15.626224
2018-04-24,267.76,267.9762,261.28,262.98,113999454,436187,264.147131,75.19,76.15,73.07,74.07,1187353,11687,74.602077,53.25,53.85,51.9,52.7,683120,5797,52.907625,54.33,54.45,52.04,53.1,403614,2838,53.169822,15.53,15.665,15.15,15.36,621278,4192,15.357175
2018-04-25,262.94,264.13,260.85,263.63,103943848,356769,262.812073,73.82,74.36,71.35,73.58,1164748,10117,73.156199,52.75,53.1,50.9,52.35,538900,5288,52.2304,52.85,53.12,50.87,52.03,177672,1551,51.695371,15.3,15.33,14.8841,15.13,530204,3057,15.140063
2018-04-26,264.86,267.2452,264.29,266.31,67996934,270097,265.886712,74.57,75.43,73.71,75.08,1440427,13268,74.956306,52.65,53.05,52.25,53.0,426756,3860,52.825094,52.34,54.75,52.27,54.58,369873,3612,54.003362,15.18,15.44,15.09,15.3,371155,2236,15.317765
2018-04-27,267.0,267.34,265.5,266.56,57229880,224242,266.579457,76.0,81.72,75.8216,77.95,3826002,29996,79.28563,53.55,54.15,52.95,53.1,367984,3303,53.351397,54.8,54.98,53.39,54.49,201951,1541,54.356062,15.48,16.08,15.45,15.9,587953,3949,15.856814
2018-04-30,267.26,267.89,264.43,264.51,82693981,271535,265.616092,78.11,78.4977,70.63,70.91,5367471,41995,72.440283,53.0,53.55,52.2,52.65,488289,4377,52.676565,54.41,54.695,52.1,53.35,359796,3306,52.965141,15.85,15.95,15.35,15.63,516206,3089,15.610229
2018-05-01,263.87,265.1,262.11,264.98,76110600,296318,263.924372,71.0,71.2899,67.285,67.51,3698748,30269,68.356795,52.65,52.8,51.75,52.55,521212,5712,52.328944,53.32,53.71,52.3,52.45,114093,1017,52.831661,15.58,15.66,15.34,15.39,263890,1900,15.424895
2018-05-02,264.77,265.68,262.76,263.2,86373743,300565,264.118423,67.49,69.13,67.28,68.02,2043676,18938,68.319834,50.75,53.2,50.5905,53.0,718300,6373,52.61531,52.91,54.87,52.67,54.32,216699,1946,53.764437,15.4,15.66,15.4,15.48,362033,1846,15.518302
2018-05-03,262.28,263.36,259.05,262.62,136921861,519981,261.686187,67.28,67.81,65.05,65.98,2158744,18346,66.088007,53.0,53.025,51.9,52.85,366163,3984,52.599805,53.93,54.2764,51.54,53.21,232034,2336,52.983149,15.43,15.51,15.0,15.14,259286,2104,15.184432
2018-05-04,261.52,266.7892,261.15,266.02,91230645,326945,264.854905,65.66,66.79,65.07,66.37,1293049,12399,66.22726,52.5,54.75,52.425,54.6,545383,5030,54.047016,53.2,54.19,52.01,54.01,316655,2582,53.478575,15.11,15.55,15.08,15.32,368307,2446,15.356751
2018-05-07,266.91,268.02,266.11,266.92,56495099,242699,267.100589,66.85,67.98,65.73,67.15,1966817,14341,67.136995,55.6,57.15,55.0,56.95,835937,7933,56.528028,54.63,55.45,54.09,54.35,405333,3050,54.779752,15.38,15.81,15.38,15.75,604051,2918,15.686984
2018-05-08,266.48,267.325,265.15,266.92,67703408,264713,266.430002,66.75,67.53,66.62,67.26,1042343,10048,67.118291,57.6,57.85,55.8,56.15,1363759,9498,56.811016,53.85,56.49,52.2591,54.32,554735,3998,54.307878,15.79,15.85,15.52,15.72,344385,1754,15.681523
2018-05-09,267.67,269.865,267.09,269.5,59773310,255999,268.71321,67.32,69.71,67.09,69.43,2244046,17270,68.666228,56.3,57.0,54.15,55.65,1547358,12000,55.49374,54.51,55.415,52.8,54.91,393960,2799,54.03419,15.76,16.32,15.55,16.26,653471,3964,16.009078
2018-05-10,270.34,272.39,270.22,272.02,72065572,258139,271.419538,71.7,73.9999,70.77,73.01,3183048,24183,72.725393,57.3,65.0,56.1,64.85,4037240,29191,61.714949,55.23,55.34,54.15,54.93,276056,2182,54.829028,16.41,16.771,16.33,16.73,709526,4815,16.632268
2018-05-11,272.25,273.15,271.58,272.85,59909145,215034,272.463557,73.18,73.6689,71.74,72.78,1181351,10511,72.568197,64.25,65.45,63.6,64.3,1171637,11010,64.301834,55.05,55.39,54.28,55.11,248661,2227,54.867854,16.74,16.87,16.446,16.65,453619,2978,16.637698
2018-05-14,273.34,274.08,272.36,272.98,55292206,215002,273.086937,73.34,75.75,73.01,73.54,1682107,12933,74.345793,64.7,70.7385,64.7,68.55,2221028,17180,68.699625,55.11,62.57,55.08,60.26,906372,6896,60.114135,16.75,17.1,16.65,16.71,494437,2967,16.859014
2018-05-15,271.52,271.61,270.03,271.1,87156564,303002,270.964245,72.92,75.14,72.03,73.44,2310454,16358,73.490467,68.55,68.74,65.2,67.65,1140594,10026,67.182223,59.82,60.5708,58.13,59.07,384975,3336,59.447998,16.71,16.91,16.5,16.79,650801,3704,16.758245
2018-05-16,271.11,272.76,271.11,272.24,53944096,199226,271.94415,73.43,74.57,72.515,72.77,1301979,11318,73.355513,67.8,69.6998,67.25,67.55,907876,8240,68.214766,59.89,67.5,59.55,67.27,811100,6029,65.135377,16.51,17.56,16.1,17.56,1689341,9506,17.256787
