,SPY,SPY,SPY,SPY,SPY,SPY,SPY,FSLR,FSLR,FSLR,FSLR,FSLR,FSLR,FSLR,SEDG,SEDG,SEDG,SEDG,SEDG,SEDG,SEDG,DQ,DQ,DQ,DQ,DQ,DQ,DQ,CSIQ,CSIQ,CSIQ,CSIQ,CSIQ,CSIQ,CSIQ
,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
2021-06-16,424.61,424.87,419.92,422.11,79926976,646144,422.486387,75.91,78.465,75.22,77.4,1491134,21849,77.170913,241.25,250.77,238.1008,247.56,855249,21386,247.477077,64.19,66.29,63.0201,64.16,1715612,21005,64.533369,37.94,39.14,37.31,37.81,1529730,16881,38.156305
2021-06-17,421.62,423.02,419.32,421.97,90040891,565467,421.892695,76.65,79.53,76.36,78.53,1342003,25756,78.387077,243.84,264.33,243.84,263.18,1247549,33153,259.530321,63.5,65.67,61.05,61.41,2884106,34033,62.506435,37.49,39.59,37.49,39.43,1104195,16636,38.99505
2021-06-18,417.16,417.8281,414.7,414.92,117958616,713073,416.804566,77.65,79.31,75.89,76.97,2827379,28181,77.095728,261.05,266.56,259.5,264.23,1272838,25329,263.343495,61.91,62.1,59.35,60.5,3525858,30075,60.461425,39.12,39.99,38.77,39.39,1296025,15905,39.334362
2021-06-21,416.85,421.06,415.93,420.86,72385960,450745,419.265163,77.11,80.99,76.1,78.19,2230095,33938,78.264909,259.01,261.16,252.47,258.61,674013,19630,257.197296,59.9,60.47,56.3,58.7,3473171,35561,58.325218,38.95,39.49,38.27,38.34,1368085,18626,38.590982
2021-06-22,420.86,424.0,420.08,423.11,57214823,348541,422.220247,78.5,80.47,77.33,78.38,2296101,28360,78.613861,258.55,263.63,257.1633,260.44,505552,16040,260.808305,57.35,57.58,54.4,56.5,5647877,46689,55.861404,38.01,38.44,37.41,37.95,1310042,17942,37.846967
2021-06-23,423.2,424.05,422.51,422.6,49245049,288196,423.167176,78.7,80.5595,78.62,80.19,1172353,18988,80.008724,261.52,267.25,260.45,265.08,603317,17697,264.810668,56.5,59.37,56.5,58.08,3223226,27185,57.58395,38.15,39.31,38.125,38.72,984063,13465,38.806835
2021-06-24,424.93,425.55,424.62,425.1,44763976,290793,424.885839,85.8,87.67,84.36,84.51,6046199,74071,85.706726,266.91,271.87,261.97,267.28,818949,22199,266.842605,53.92,59.499,52.4576,56.48,5873035,49564,56.677916,38.87,39.38,38.06,38.69,2551200,23228,38.642331
2021-06-25,425.96,427.0943,425.55,426.61,57862307,328263,426.209444,85.37,88.92,85.01,87.87,4855332,44788,87.757192,271.0,278.25,266.78,267.71,3931290,25053,268.690686,57.5,60.87,57.03,58.66,3200830,29833,59.050252,39.2,40.818,38.8,40.43,2617764,25816,40.290729
2021-06-28,427.13,427.65,425.89,427.47,53591977,295323,426.827173,88.35,93.49,88.32,92.71,3852367,45880,91.804765,273.7,285.66,269.6044,284.66,922218,23346,281.018202,60.0,68.37,60.0,66.17,5727136,46630,64.596811,41.53,45.52,41.53,45.5,4500390,48610,44.363062
2021-06-29,427.87,428.56,427.13,427.7,35910742,248768,427.846623,92.25,94.08,91.85,92.67,1989124,31898,92.694908,288.0,291.18,281.35,283.57,774641,19481,284.959612,66.17,67.34,64.09,66.78,3565206,32934,66.123392,47.28,48.35,45.57,47.12,4151024,49841,46.926208
2021-06-30,427.18,428.78,427.18,428.06,66122931,315396,428.039822,91.55,92.365,89.8,90.51,1782180,26520,90.681225,283.29,283.29,274.57,276.37,547821,15955,276.718108,65.92,66.53,63.6201,65.02,1658427,17804,65.025407,45.95,46.15,44.57,44.84,1625111,20923,45.132711
2021-07-01,428.88,430.6,428.8,430.43,53214992,315121,429.724457,91.26,91.49,89.03,90.17,1332752,21662,90.185886,275.17,276.3436,268.54,274.88,638485,15448,273.494992,65.74,66.5,62.86,66.04,1757825,18754,64.782663,45.0,45.036,42.97,43.64,1277862,19285,43.716163
2021-07-02,431.67,434.1,430.5218,433.72,57504095,312262,432.842859,90.17,91.66,89.645,90.82,1219935,18078,90.912256,277.39,283.0,275.02,276.23,447266,12655,277.203381,64.25,65.54,62.09,62.55,1475410,14038,63.205406,43.91,44.3,42.77,43.08,867315,14924,43.334141
2021-07-06,433.75,434.01,430.01,432.93,68584517,398318,432.157374,91.3,92.65,89.1403,91.19,1578320,22445,91.252887,277.0,280.6218,271.28,274.79,629788,15606,274.633878,62.34,66.88,61.51,66.83,3129190,23063,65.465784,43.06,43.8364,41.74,43.74,1321270,20360,43.15791
2021-07-07,433.72,434.76,431.51,434.46,63291736,388805,433.730532,91.74,94.08,90.4014,91.27,1897796,29485,91.838036,277.0,282.98,263.54,265.2,709662,18838,269.008695,68.9,74.4634,68.8,71.25,5642050,47469,71.380006,44.46,46.8,42.63,43.05,2071411,26129,44.186906
2021-07-08,428.74,431.73,427.52,430.92,97206464,646378,430.16347,89.22,90.41,86.6,89.91,1899463,26897,89.14062,255.55,265.0,253.53,261.14,551680,15697,260.341831,68.08,69.57,65.89,68.99,2035942,23453,68.171873,41.29,41.74,39.92,41.3,1581351,22727,40.955212
2021-07-09,432.56,435.84,430.714,435.52,75668488,392355,434.439506,90.15,92.84,89.46,92.54,1451831,23512,91.902387,261.54,268.0,258.0,267.68,321812,9976,265.303912,71.06,71.18,67.5498,67.8,2413197,23500,68.848961,41.65,41.65,40.2,40.81,1117412,15157,40.795305
2021-07-12,435.48,437.35,434.97,437.08,52859887,345201,436.5292,93.26,95.64,93.14,94.29,2303503,31861,94.585629,269.14,273.0,265.1,268.65,354523,10307,268.896198,70.93,71.8,66.9,68.27,2384465,21814,68.672817,41.27,43.49,41.1201,43.09,1551692,22060,42.765429
2021-07-13,436.21,437.84,435.31,435.59,52381629,362541,436.37656,93.1,94.48,91.6,92.79,1761588,29189,93.00122,270.36,273.37,265.22,265.37,413197,11657,268.147288,70.29,73.32,66.71,72.35,3881228,31032,70.953167,42.84,42.97,41.26,42.04,1098038,16192,42.048643
2021-07-14,437.38,437.92,434.91,436.24,63733398,355593,436.312803,92.79,93.03,89.95,90.04,1835641,30557,91.394319,268.75,269.55,244.245,245.46,886166,24706,251.156747,71.79,74.8,68.94,68.94,2213664,23762,71.340654,42.33,42.36,39.3,39.61,1860669,24414,40.054761
2021-07-15,434.79,435.53,432.72,434.75,54796972,419365,434.458158,89.03,89.68,84.94,85.6,2592503,39400,86.558082,243.77,251.2764,237.2,241.21,830722,19881,242.812684,69.98,73.0,67.27,68.83,2198429,19626,70.198729,39.77,40.75,38.0201,38.67,1436378,19560,39.043983
2021-07-16,436.04,436.06,430.92,431.34,79436975,455043,433.351065,85.87,86.5,83.11,83.49,2324148,32067,84.228914,243.58,244.41,236.14,236.56,451027,13023,239.049125,69.27,69.44,65.35,66.43,2098248,20092,66.914435,39.0,39.01,37.51,37.64,942968,13011,38.083531
2021-07-19,426.2,431.4089,421.97,424.97,146479969,1009975,424.441179,81.31,83.45,80.14,83.05,2029629,28950,82.12458,229.8,240.38,225.155,240.16,761739,16323,235.333808,64.12,65.07,61.9,64.34,1340233,16012,63.758424,36.62,37.75,36.02,37.75,1287179,16567,37.08149
2021-07-20,425.73,432.42,424.83,431.06,99175950,587415,429.641028,83.71,83.99,81.73,82.68,2222595,35384,83.023999,243.43,250.12,238.81,245.76,561950,14754,245.762023,65.23,66.7,61.5,66.08,1735672,16565,64.290922,38.15,38.57,36.865,38.2,767484,11287,37.955898
2021-07-21,432.39,434.7,431.0111,434.55,64359552,343596,433.4275,83.14,85.8294,83.02,85.19,1609116,26416,84.77757,247.0,260.15,247.0,258.96,571223,13728,257.378539,68.15,79.7,68.15,79.38,5239126,44789,74.57126,38.53,40.15,38.53,40.01,914512,14283,39.704632
2021-07-22,434.81,435.72,433.69,435.46,47698960,314318,434.885969,84.75,85.46,82.62,83.68,980357,17113,83.575488,260.2,263.79,255.2446,257.39,458115,12154,258.73944,89.9,90.48,66.78,67.67,10621668,101522,75.479848,40.59,40.63,38.84,39.68,1056176,11912,39.531509
2021-07-23,437.57,440.3,436.79,439.94,63662960,375218,438.531832,83.74,83.78,82.08,82.95,1165486,20183,82.737261,257.19,257.19,247.3,248.63,589548,13158,250.427605,64.19,65.8999,56.92,59.07,5682638,60301,59.918026,39.59,39.59,37.88,39.02,1155698,15695,38.832319
2021-07-26,439.36,441.03,439.26,441.02,44173646,282557,440.193177,82.7,83.61,80.415,81.35,1417333,21832,81.528139,246.87,252.26,243.86,245.62,418040,12173,246.71492,58.02,61.99,55.88,56.48,3664631,40177,58.399757,38.55,39.328,37.58,38.06,821778,11711,38.14992
2021-07-27,439.94,439.94,435.99,439.01,67308448,491447,438.226264,81.28,81.38,78.9301,81.36,1761355,27539,80.215,243.13,243.82,234.23,240.0,669088,15012,238.740008,54.1,56.29,51.73,53.75,4770213,41908,53.197649,38.0,38.63,37.07,38.31,1695575,21650,37.833902
2021-07-28,439.72,440.3,437.31,438.83,52159512,388975,438.991936,81.68,84.6,81.22,83.48,2114722,28001,83.169061,242.1,257.23,237.22,254.14,1000518,18358,247.586555,57.8,62.74,55.5001,60.36,4509055,38145,59.896414,38.28,40.37,38.185,40.02,1225703,16014,39.624331
2021-07-29,439.84,441.8,439.81,440.65,47064623,300947,440.813546,84.24,85.36,83.5452,83.74,1649090,23667,84.141005,254.12,263.59,254.0,261.13,520372,15039,260.615249,59.36,60.78,57.31,59.39,1793560,18527,59.016664,40.33,41.34,40.08,40.71,1163223,17647,40.86494
2021-07-30,437.98,440.06,437.77,438.51,68625674,424496,438.806567,81.98,88.105,80.75,86.04,3766902,43238,86.199483,258.45,266.27,257.01,259.48,551963,13068,260.320992,58.0,61.1999,57.07,59.25,1223671,12266,59.46316,40.02,41.48,39.6501,40.25,1055939,15184,40.552398
2021-08-02,440.38,440.93,437.21,437.59,58330752,406413,438.944582,88.67,89.69,86.66,88.27,2535587,35625,88.218494,261.98,263.05,255.835,257.72,855725,19005,261.517053,59.61,63.0662,58.57,61.03,1911161,17337,61.541191,40.81,41.0,39.82,39.87,520862,8816,40.285918
2021-08-03,438.45,441.28,436.1,441.15,57534714,409776,439.164432,90.0,92.58,89.99,92.34,3267285,45899,91.578021,298.7,308.9699,290.0001,299.81,3586778,65675,299.295212,60.66,62.19,58.6,60.84,1148644,12915,60.066039,40.52,41.61,40.2,41.6,793324,13022,41.152665
2021-08-04,439.82,441.1243,438.73,438.98,46554753,335734,439.703452,91.2,92.98,91.15,92.21,1794122,29382,92.1072,300.0,303.7769,286.845,292.73,983513,23582,293.955852,62.4,63.71,58.88,59.77,1652896,16857,61.130864,41.27,42.0899,40.98,41.41,868896,14371,41.45382
2021-08-05,440.22,441.85,439.88,441.76,38840310,258695,440.686552,91.99,92.3,90.52,91.62,1115516,19380,91.421667,291.05,293.69,285.383,286.39,524912,13919,287.854673,60.58,61.35,58.25,58.56,1380645,13609,59.801294,41.39,41.755,39.91,40.06,618855,11045,40.524141
2021-08-06,442.15,442.94,441.8,442.49,47224281,283562,442.307153,91.26,95.0567,91.23,93.15,2148174,31843,93.541894,286.39,295.3,283.2,295.28,774395,19303,291.837847,58.63,60.54,56.475,58.15,1384789,15844,58.265236,39.79,41.3,39.11,40.01,790456,12543,40.339499
2021-08-09,442.47,442.795,441.31,442.13,40999040,240971,442.207035,93.25,95.15,91.89,94.71,1310209,23779,94.300872,295.35,299.67,290.12,294.94,650698,15962,295.753455,58.76,61.27,56.8,60.63,1233866,13452,59.701807,40.01,41.34,39.31,40.85,575237,10580,40.708087
2021-08-10,442.62,443.44,441.88,442.68,43176053,265436,442.589662,94.65,96.37,94.33,95.75,1489850,23648,95.554086,296.67,301.78,293.94,296.4,504057,14265,297.683055,60.45,61.5999,59.24,60.84,1447205,13488,60.534648,41.37,42.48,41.15,42.0,858068,12351,41.962183
2021-08-11,443.77,443.882,442.62,443.78,44278658,272960,443.395619,95.75,96.54,94.35,95.91,1125524,18874,95.595875,297.5,299.065,284.18,289.3,538516,14076,288.91527,61.4,61.45,55.815,57.46,2174022,23509,57.91738,41.96,41.99,39.67,41.48,1530567,20174,40.936872
2021-08-12,443.59,445.2572,442.66,445.11,38915418,260951,444.185067,95.75,97.07,95.21,96.94,946702,16453,96.212596,287.96,292.171,285.29,291.17,400723,12297,289.418609,56.65,58.465,55.18,56.61,1294884,15045,56.463625,40.36,42.67,40.33,41.6,1188569,17321,41.394909
2021-08-13,445.55,445.94,445.07,445.92,40132779,233549,445.54197,96.89,96.89,95.9,96.6,1561376,24080,96.398977,290.56,291.2,283.24,284.37,379997,11555,285.93466,55.95,56.01,51.3,51.5,1951928,23200,52.840311,40.95,41.03,38.47,38.58,2349048,24014,39.465067
2021-08-16,444.6,447.11,442.87,446.97,73814275,406489,445.275785,95.75,97.48,95.2,96.83,1476412,22735,96.774909,282.88,282.99,275.27,277.81,428930,10693,278.465813,51.7,52.44,49.22,49.83,2089671,23593,50.309559,38.15,38.2,36.61,37.06,1531822,20637,37.296524
2021-08-17,444.28,444.96,440.85,444.04,92452576,592797,443.563793,96.31,96.395,91.75,93.51,1900666,29811,93.512067,272.28,274.63,259.4,268.35,914831,20423,265.198497,49.35,49.8,47.13,48.72,2175949,22905,48.290778,36.4,36.41,34.61,34.71,2867444,32151,35.078766
2021-08-18,442.93,444.625,438.92,439.18,90016677,508241,441.76474,93.89,95.39,93.12,93.65,1195683,20683,94.304289,270.04,272.853,265.02,266.22,414042,10443,268.42793,51.4,52.465,46.26,47.95,3283239,31478,48.188351,34.96,35.59,34.41,34.56,1452523,20861,34.918727
2021-08-19,436.3,441.14,436.12,439.86,92545091,679054,439.099415,91.56,93.38,91.4,92.99,894207,16083,92.68713,261.78,267.0,260.2001,262.3,332863,9381,263.687175,47.91,49.4239,45.4505,45.92,2521044,20514,46.932358,33.93,34.04,31.97,31.99,2394572,31223,32.780249
2021-08-20,440.14,443.71,439.71,443.36,71758311,408466,442.263004,92.99,94.75,92.41,94.54,741548,14195,94.270561,262.82,270.46,262.6,269.88,414248,10351,268.16177,45.54,49.39,45.11,47.08,1945304,20288,47.40229,31.81,32.8286,31.6827,32.36,2241748,20364,32.318956
2021-08-23,445.28,448.23,443.4355,447.26,54669953,320459,446.7533,94.98,96.23,94.62,96.04,868120,15592,95.589429,272.66,282.645,271.66,281.01,554536,12067,279.385859,48.08,49.17,47.23,49.0,1553355,14291,48.416982,32.7,34.14,32.4,34.1,2332227,28732,33.47155
2021-08-24,447.91,448.54,447.42,447.97,38729614,251025,447.964726,96.0,97.55,94.41,94.47,1000599,17689,95.533608,282.74,287.665,276.67,279.75,308280,10115,281.095976,50.55,52.5,49.2,50.37,2900394,25248,50.553608,35.26,36.42,35.18,36.0,2117056,24307,35.635845
2021-08-25,448.22,449.457,447.77,448.91,40466079,251227,448.785392,95.73,95.73,93.39,93.63,807685,13844,93.951111,279.03,282.35,277.41,281.44,303393,7401,280.621766,51.24,55.41,50.82,54.01,3152901,29772,53.487111,36.35,36.91,35.95,36.33,1374152,16488,36.507646
2021-08-26,448.6,448.86,446.16,446.26,57535773,439181,447.230196,92.88,94.87,92.508,93.68,892928,15591,93.949276,280.75,286.74,280.13,280.82,402093,9606,283.110064,52.14,54.91,51.14,52.02,1648029,16624,52.412363,36.0,36.85,35.97,36.23,607668,8271,36.369851
2021-08-27,447.1,450.65,447.06,450.25,76844646,393078,449.448016,93.49,95.19,93.31,94.44,774549,13591,94.438351,281.58,293.35,281.29,291.25,519314,12274,290.463334,53.78,55.2,52.62,54.47,1966876,19829,54.270077,36.23,37.07,36.01,36.89,558835,8145,36.823341
2021-08-30,450.98,453.07,450.71,452.23,48272641,297328,452.059355,95.23,96.03,94.61,95.69,1324462,16568,95.575253,293.53,298.494,291.98,295.7,587038,14306,295.590193,56.06,64.05,55.37,64.0,5489328,54109,61.421752,37.45,37.861,36.95,37.37,756596,11023,37.460625
2021-08-31,452.16,452.49,450.92,451.56,59060172,334973,451.795281,95.69,96.25,93.73,94.0,1019618,15915,94.277853,294.84,296.59,288.195,289.78,451481,12147,291.048469,60.5,64.14,59.5,61.31,3089858,31528,61.320421,37.0,37.6,36.51,36.97,604573,8794,36.929605
2021-09-01,452.6,453.11,451.545,451.8,48662856,333104,452.29355,94.46,95.3,93.71,94.06,888122,16858,94.485237,294.75,299.21,289.305,289.79,468932,11502,292.650047,58.0,61.95,58.0,60.96,1872443,17764,60.61983,37.05,37.855,37.05,37.41,550314,7283,37.443263
2021-09-02,453.33,454.05,451.91,453.19,42911061,290283,452.945961,94.97,96.19,94.4,94.87,752948,13456,95.196386,291.98,296.695,289.7672,291.54,356659,10579,292.711886,64.25,69.9596,63.22,64.44,4716210,49022,66.323546,38.29,38.74,37.47,37.59,650626,10505,38.006032
2021-09-03,452.02,453.63,451.55,453.08,47355713,309436,452.903704,94.24,94.8,93.13,94.06,567217,13787,93.990653,289.24,294.079,283.66,285.8,370227,12090,286.457067,62.82,63.24,60.51,61.75,1653778,17936,61.765943,37.48,37.56,36.9701,37.12,434278,7910,37.216217
2021-09-07,452.76,452.81,450.7423,451.46,51610686,351620,451.830236,93.81,94.76,93.13,94.48,711566,15445,94.350797,282.04,284.73,276.07,278.83,476083,13472,279.053578,62.9,65.27,62.75,63.95,1203721,13910,63.914857,37.02,37.7,36.82,37.38,641145,8027,37.170095
2021-09-08,450.91,451.67,448.86,450.91,56762741,411220,450.545013,98.03,102.09,95.15,95.43,3665550,47370,97.502358,283.79,287.42,273.41,274.2,559145,15719,276.839722,63.56,64.5,60.2,60.71,1490637,14595,61.136188,37.87,38.78,36.37,36.39,1224276,11782,36.816546
2021-09-09,450.72,452.57,448.72,448.98,57872933,411145,450.234221,95.55,99.58,95.16,98.89,2589362,34586,98.353974,273.0,280.32,272.55,275.95,354371,10350,276.939978,60.22,63.82,60.06,63.13,1016627,11350,62.713897,36.34,37.25,36.13,36.9,564650,8780,36.899667
2021-09-10,451.07,451.49,445.31,445.44,89700702,526399,447.677707,100.2,103.0,99.4,99.41,2992649,42037,101.501456,278.04,284.62,268.53,268.54,406748,11681,274.47817,64.5,66.24,61.04,61.35,1593030,15474,63.557425,37.35,37.92,36.33,36.36,600483,8452,36.948201
2021-09-13,448.64,448.92,444.11,446.58,83569406,594411,445.992559,100.05,106.75,98.85,106.17,3644771,50241,104.302227,270.0,276.72,262.41,273.84,451127,13097,271.244917,60.99,63.38,58.01,62.22,1553519,15119,61.371611,36.4,37.94,35.85,37.73,771335,10616,37.18451
2021-09-14,448.12,448.34,443.22,444.17,78873315,511465,444.967335,106.0,107.27,104.08,105.16,2007406,33232,105.362956,275.04,279.5,270.67,272.51,314135,10576,273.961551,60.97,62.19,60.21,61.0,1291309,14255,61.11071,37.76,38.1999,36.83,37.09,574255,10010,37.268227
2021-09-15,444.64,448.41,443.44,447.88,78589104,477066,446.2491,105.0,105.16,102.16,104.7,1204096,24989,104.003987,271.47,278.49,265.49,277.78,455906,13781,273.978565,61.75,63.87,58.85,62.16,1471423,16550,61.122383,36.88,37.77,36.3382,37.6,619140,9455,37.124741
2021-09-16,447.32,448.36,444.02,447.17,78038650,493659,446.533155,104.42,105.1,102.51,103.29,1108209,23286,103.333024,276.22,276.73,270.1,270.4,373821,9734,271.976,59.92,61.06,59.5,60.43,1036419,9324,60.28534,37.02,37.1218,36.2,36.54,735988,10376,36.62429
2021-09-17,444.95,445.37,441.02,441.4,119016585,718535,442.677929,102.7,104.43,101.8,104.02,4190748,26797,103.86365,273.2,283.99,270.96,281.45,1871174,19424,281.266315,60.57,62.13,59.26,61.93,1712510,15375,60.824246,36.42,37.08,36.1,36.97,885764,12664,36.829067
2021-09-20,434.91,436.56,428.86,434.04,166427168,1159041,433.601591,100.53,100.575,93.59,95.69,4154496,57612,96.226303,272.77,274.92,262.54,268.72,707146,19066,266.556446,59.24,59.36,55.54,56.75,1650333,17631,56.581064,35.66,35.79,33.95,34.31,1181453,15490,34.598362
2021-09-21,436.63,437.91,433.07,433.63,92733633,688209,435.139059,96.01,96.717,91.8887,95.01,2292302,34182,94.44561,272.33,273.69,266.0,269.46,514444,11828,270.051339,57.6,59.51,56.81,58.64,666535,8732,58.676222,34.61,35.36,34.23,34.89,701011,10368,34.861258
2021-09-22,436.06,440.03,433.747,437.86,101725345,770545,437.900275,95.51,96.96,94.545,95.71,1343957,25928,95.660165,270.9,282.33,269.15,282.0,622749,14819,279.031978,59.19,61.5,58.78,61.07,1989908,17132,60.825368,35.23,35.96,35.075,35.34,714300,14150,35.534324
2021-09-23,439.82,444.89,439.6,443.18,75697354,555662,442.906097,95.8,96.81,93.23,93.45,1961104,32795,93.94532,284.43,287.99,281.64,284.11,488943,14814,284.462587,61.63,61.9468,54.79,57.01,3423740,37266,56.496437,35.53,35.75,34.29,34.33,1225353,14052,34.565846
2021-09-24,441.49,444.67,441.21,443.91,61976903,405612,443.320889,92.41,93.235,90.18,91.15,2185928,33836,91.113246,280.0,282.17,273.97,275.36,396017,12712,276.20123,55.88,56.6199,53.32,53.82,1555174,19582,54.250825,34.19,34.3,33.4,33.72,950466,13209,33.783732
2021-09-27,442.78,444.05,441.9,442.64,61112465,424349,442.995553,90.86,95.7099,90.28,95.56,1953472,30202,94.392226,271.79,282.285,268.01,280.52,373201,10141,278.243806,52.83,54.94,51.3801,54.21,1370731,15802,53.970024,33.61,35.174,33.05,34.67,830482,10147,34.484155
2021-09-28,439.73,440.04,432.94,433.72,129823976,943299,435.662431,93.75,95.81,93.38,95.25,1637062,25909,94.752217,273.35,275.4399,269.575,272.83,495498,15472,272.121469,53.46,54.225,51.53,51.79,1391329,18361,52.279964,33.94,34.3,33.25,33.61,703848,10104,33.613693
2021-09-29,435.17,437.04,433.85,434.45,81463971,591937,435.297351,95.85,96.65,93.23,94.07,1787071,22607,94.49965,272.94,276.6,261.84,261.86,515783,17050,266.040686,52.95,53.89,51.34,52.35,2039804,19720,52.404169,33.91,33.92,32.88,33.395,1079246,12238,33.406535
2021-09-30,435.98,436.77,428.78,429.14,138608544,916159,432.068518,94.0,96.37,93.45,95.46,1418634,24238,95.250063,264.79,269.99,262.5,265.22,499012,11453,266.227839,53.6,57.31,53.25,57.0,2357336,24160,56.269612,33.83,35.33,33.6,34.59,1144670,15201,34.715764
2021-10-01,430.97,436.0329,427.24,434.24,129231427,849858,431.738783,96.27,97.5,94.941,96.57,1150629,22771,96.379393,270.88,274.97,263.67,272.12,419973,14214,270.323483,55.64,58.34,55.295,57.91,1424595,14001,57.405725,35.09,35.565,34.07,34.42,828172,11571,34.531956
2021-10-04,433.0,433.96,426.36,428.64,127736365,933328,429.083871,95.82,96.29,93.14,95.01,1370591,26325,95.047225,268.47,268.49,253.54,255.27,552101,16505,257.017442,57.0,57.02,54.53,54.79,1235208,14895,55.2335,33.8,33.89,31.85,31.9,1710840,20632,32.440381
2021-10-05,430.33,435.49,429.39,433.1,90354462,593519,433.131605,95.83,96.665,95.05,95.6,813887,17545,95.710899,258.0,264.7033,256.73,258.7,378057,12206,259.813718,56.24,58.4,55.1022,57.3,948509,12675,57.241357,32.09,32.72,31.8,32.08,1058017,12836,32.210146
2021-10-06,429.29,435.1199,427.54,434.9,111719705,819455,431.698844,94.44,95.635,92.764,95.18,1513522,27599,94.354956,254.94,263.63,252.695,260.42,515574,14928,259.198494,55.55,57.6,55.02,56.44,910178,12262,56.42867,31.66,32.5155,31.4,31.79,873057,11667,31.957195
2021-10-07,438.51,441.68,438.2,438.66,72162554,523064,439.675291,97.0,99.88,96.0,97.52,1491914,26087,98.369039,264.5,270.8,263.16,263.61,623887,16736,266.43276,57.94,58.98,56.66,56.86,1219517,15086,57.807404,32.1,32.86,32.02,32.07,734849,10850,32.392794
2021-10-08,439.57,439.89,437.19,437.86,74045709,485724,438.396805,97.9,98.78,97.37,98.67,927497,18118,98.204323,264.73,268.59,259.46,261.87,342965,9709,262.911553,56.6,57.98,55.08,56.0,846989,11990,56.170711,32.43,33.06,31.785,33.03,964891,11101,32.444663
2021-10-11,437.1,440.26,434.62,434.69,65291511,432981,437.119681,99.31,105.4,99.09,102.29,2978549,38202,103.602865,264.46,285.8999,263.115,276.82,999245,23621,279.942453,58.11,63.0799,57.8231,61.41,2377517,27450,61.576293,33.14,35.0538,33.14,34.22,991003,13758,34.456087
2021-10-12,435.67,436.1,432.78,433.62,70528119,487685,434.375289,102.29,108.01,102.2,105.27,2436288,44062,105.759293,277.96,301.7377,277.96,298.41,1271884,31985,296.205048,61.8,67.3,61.8,65.66,2553260,35344,65.696456,34.41,36.45,34.3201,36.37,1352963,19223,35.769105
2021-10-13,434.69,436.05,431.54,435.18,72065732,507752,434.073406,105.68,108.3,105.18,106.02,1826649,32602,106.572071,304.37,312.14,296.19,303.72,883628,25275,302.389939,68.0,69.1099,66.35,66.97,1662718,22258,67.598497,36.9,37.25,36.1,36.82,1264437,18448,36.586562
2021-10-14,439.06,442.66,438.58,442.5,69797513,449156,441.031752,107.39,108.49,105.91,106.2,2053281,34811,107.030804,309.99,312.88,300.99,305.53,474243,15105,305.538103,67.5,67.87,63.1,63.5,1930243,27066,64.305138,37.49,37.62,36.06,36.28,920863,13566,36.507933
2021-10-15,444.8,446.26,444.09,445.87,65589704,412171,445.15896,106.47,108.15,104.95,105.11,2694815,32466,105.760857,307.51,308.0,298.89,299.49,799854,15201,301.191677,64.68,65.95,62.64,63.97,2053062,21406,64.451311,36.8,37.18,36.05,36.71,992760,12589,36.764094
2021-10-18,444.0,447.55,443.27,447.19,60887761,380234,446.280912,103.02,106.25,102.5,104.78,1238584,22190,105.043744,299.5,307.07,299.1572,306.08,394715,12077,304.967064,64.84,69.2,64.29,68.09,1902764,25415,67.810864,36.31,37.35,36.23,37.02,586833,9690,36.93288
2021-10-19,448.92,450.7,448.27,450.64,46158554,369317,449.830711,104.8,109.96,104.16,108.28,2160555,33459,108.337318,310.0,324.06,307.8,317.22,652444,19670,318.899696,68.35,72.15,66.24,71.9,2210429,28855,70.39926,37.0,38.31,36.53,37.35,1026155,15244,37.590402
2021-10-20,451.16,452.732,451.01,452.41,48861693,364534,451.910918,104.14,105.2282,101.15,103.23,2764886,40416,103.024613,310.76,311.98,303.0,307.36,555729,14800,307.485718,72.8,74.4,71.07,72.76,1837970,21157,72.605813,37.06,37.49,36.54,37.25,616089,8285,37.063335
2021-10-21,451.79,453.829,451.31,453.59,40711506,310770,452.484896,104.16,107.11,103.33,106.29,1746566,29091,105.537596,306.1,312.32,304.21,309.03,504171,14015,309.033063,71.41,73.51,71.15,72.41,1448614,17118,72.363468,37.25,38.65,37.25,38.21,1072189,13407,38.135758
2021-10-22,453.15,454.67,451.05,453.12,57592867,482440,453.039093,105.79,106.29,103.91,106.22,865972,21097,105.434214,309.65,310.3,300.85,303.25,360126,12375,303.963863,72.13,72.2,69.59,71.37,1113976,14864,71.158581,38.02,38.4,37.02,37.52,479430,10084,37.478294
2021-10-25,454.24,455.9,452.39,455.55,44453103,339088,454.629688,107.53,109.58,106.58,109.04,1159631,23462,108.691087,307.25,313.19,304.75,311.92,295488,12141,311.042289,74.0,76.25,73.25,74.43,1465428,18397,74.330657,38.44,39.16,38.02,39.05,822040,11976,38.714187
2021-10-26,457.25,458.49,455.56,455.96,55116672,450123,456.869478,109.8,110.9,106.99,108.94,1300668,27352,108.826744,321.51,321.93,307.19,313.88,581201,16536,314.116865,73.69,74.62,70.35,70.88,963441,13931,71.959707,39.35,39.68,37.71,38.21,757531,11590,38.513358
